time,"Trace Velocity, Target, Actual (mph)(1)",EngSpd,EngTrq,BSFC,FuelEconomy,FuelVolFlw,TP HC Mass (g/km),TP CO Mass (g/km),TP NOx Mass (g/km),TP CO2 Mass (g/km)
22,17.58480474031655,2805.2039530460456,9.61398847475462,1786.7218366475608,12.31983750321705,6.327313792118504e-07,0.0015210182339020553,0.007761619936696246,0.003812087805087035,0
23,17.895490336435216,2840.6166326957323,15.106058778293773,947.1262255190077,13.119203817307138,9.266626006441546e-07,0.001620018962284763,0.008264737210469861,0.004136075343270788,0
24,18.081901694106417,2880.2267059312385,10.198989276135146,1672.9010953455452,13.89467489215369,6.876834490973204e-07,0.0017160180068102552,0.008752840194650193,0.004447135016879769,0
25,19.138232720909883,2998.3644793503336,34.34431200440208,381.5321103430118,15.129312987980525,1.5356109178574572e-06,0.0018689991600613185,0.009529875160762041,0.005062347556106412,0
26,19.82174103237095,2688.2056260826494,11.002922048172882,1135.1927870890663,16.116276179102893,8.133811561436733e-07,0.001991239317191357,0.010151113189995297,0.00551829832687757,0
27,21.188757655293088,2866.9366246549866,45.986473536103496,329.330373656078,17.530765333268217,1.709059025504612e-06,0.0021663787804906544,0.011041536336501297,0.006257930619067371,0
28,22.74218563588642,3087.0263212890773,41.738850388864854,345.3350519277515,19.22234458963232,1.7266554793502757e-06,0.0023760717230810555,0.012106338459100498,0.007195644583834806,0
29,24.295613616479756,3305.1648150082096,43.29906507355592,343.91613152897645,20.117944538536317,1.91222249570413e-06,0.0026019868423026397,0.01325487707224191,0.008230403256321276,0
30,25.66263023940189,3506.540602996422,38.19216934943838,377.42320818916454,19.857133477087228,1.8875830346802196e-06,0.0028352743736553537,0.014443428782349024,0.009311671259726978,0
31,26.40827567008669,3076.267085574672,14.815657815912871,501.2982553117403,18.938536274488147,1.21169973094189e-06,0.0029737404526221766,0.015149047537195516,0.009863846451435006,0
32,26.905372623876556,3124.642396753676,27.322423725163173,459.60251145885377,18.33416720026328,1.3712561024775958e-06,0.0031447689633664895,0.016018717439302957,0.01057671888652501,0
33,27.278195339218954,3180.3870155956392,19.68337565532156,518.2327840276339,17.72171737955849,1.2286251836537417e-06,0.003302017743603406,0.016819479034293545,0.011210108571938273,0
34,27.588880935337624,3218.535696521244,19.66060241809147,513.8672658948148,17.167778910781905,1.2531973164226785e-06,0.0034561938569306686,0.017605155838257093,0.011825954460287752,0
35,27.65101805456136,3235.1254343380087,12.714576056154456,1414.6058897429205,16.560605589528766,8.803426464838406e-07,0.003584796869901689,0.018260953602015965,0.012313402365402043,0
36,27.46460669689016,3222.5116536292708,6.6410894599341885,2140.175914814424,15.846880476018868,5.752635535570943e-07,0.0036708378973721186,0.018700086880479538,0.012586155835687765,0
37,26.53254990853416,3125.983616131344,0.13514788608797967,2899.973831773915,15.046223946764911,2.597419027515705e-07,0.003710697865232668,0.018904094703726657,0.012625773594726969,0
38,24.79271057026962,2928.799344820598,0.0009112067714642071,2899.9999997974733,14.344213393973467,2.5973154369659184e-07,0.003742697972457687,0.019068095248491145,0.012625774129075801,0
39,22.99073411278135,2718.137272491048,6.136553317150325e-06,2900.0,13.76362684113065,2.597315436241611e-07,0.003774697972219403,0.019232095247240007,0.012625774127645237,0
40,21.49944325141175,2922.6105947120172,13.542091045491302,1063.069013679015,13.37404429580036,9.146025319645394e-07,0.0038325769269473226,0.01952754725899108,0.012755652741785972,0
41,20.070289509265884,2805.1207431587654,0.16529384741331424,2899.9856796315203,12.984561098210676,2.5973634139449864e-07,0.003871556303821271,0.019726921683516464,0.012789837592489374,0
42,18.019764574882682,2530.057772896792,0.0011137480552462747,2899.999999889145,12.63946953902893,2.597315436557513e-07,0.003903556349341466,0.01989092191318991,0.012789837806181465,0
43,15.596416925157081,2202.754423577875,7.500569124921437e-06,2900.0,12.364016156339655,2.597315436241611e-07,0.003935556349341786,0.02005492191319159,0.012789837806182973,0
44,13.794440467668812,2259.7071133692707,1.9343418551107256,2878.474628576752,12.17566849728727,2.648868877162783e-07,0.003975681054484597,0.02025994915191441,0.012826748271016906,0
45,12.986657917760278,2096.729509080649,0.013883183054556037,2899.999833589358,11.99938267111587,2.597315789710114e-07,0.004007734722796627,0.020424221727119808,0.012826984893098432,0
